,time,ftime,type,location_type,location
587,1607043691,04.12 02:01:31,vykládka,sklad,A-02
588,1607043743,04.12 02:02:23,nakládka,,
2749,1607043767,04.12 02:02:47,operace,stroj/umisteni,B-06-01-01/A-02-01-08
589,1607043826,04.12 02:03:46,vykládka,sklad,A-02
590,1607043878,04.12 02:04:38,nakládka,,
2750,1607043958,04.12 02:05:58,operace,stroj/umisteni,B-06-01-01/A-02-01-08
591,1607043978,04.12 02:06:18,vykládka,sklad,A-02
592,1607044028,04.12 02:07:08,nakládka,budova,Hala schlosser
2751,1607044062,04.12 02:07:42,operace,stroj/umisteni,B-06-01-01/A-02-01-08
593,1607044123,04.12 02:08:43,vykládka,sklad,A-02
594,1607044169,04.12 02:09:29,nakládka,budova,Hala schlosser
595,1607044264,04.12 02:11:04,vykládka,sklad,A-02
2752,1607044297,04.12 02:11:37,operace,stroj/umisteni,B-06-01-01/A-02-01-08
596,1607044349,04.12 02:12:29,nakládka,,
2753,1607044394,04.12 02:13:14,operace,stroj/umisteni,B-06-01-01/A-02-01-08
597,1607044433,04.12 02:13:53,vykládka,sklad,A-02
2754,1607044508,04.12 02:15:08,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2755,1607044509,04.12 02:15:09,operace,stroj/umisteni,B-06-01-01/A-02-01-08
598,1607044557,04.12 02:15:57,nakládka,,
2756,1607044622,04.12 02:17:02,operace,stroj/umisteni,B-06-01-01/A-02-01-08
599,1607044632,04.12 02:17:12,vykládka,sklad,B-01 07-12
600,1607044648,04.12 02:17:28,nakládka,,
601,1607044697,04.12 02:18:17,vykládka,,
2757,1607044704,04.12 02:18:24,operace,stroj/umisteni,B-06-01-01/A-02-01-08
602,1607044708,04.12 02:18:28,nakládka,budova,Hala schlosser
2758,1607044741,04.12 02:19:01,operace,stroj/umisteni,B-06-01-01/A-02-01-08
603,1607044746,04.12 02:19:06,vykládka,sklad,B-01 07-12
604,1607044760,04.12 02:19:20,nakládka,budova,Hala schlosser
605,1607044798,04.12 02:19:58,vykládka,sklad,B-01 07-12
606,1607044823,04.12 02:20:23,nakládka,,
2759,1607044824,04.12 02:20:24,operace,stroj/umisteni,B-06-01-01/A-02-01-08
607,1607044863,04.12 02:21:03,vykládka,,
608,1607044876,04.12 02:21:16,nakládka,budova,Hala schlosser
609,1607044917,04.12 02:21:57,vykládka,,
2760,1607044977,04.12 02:22:57,operace,stroj/umisteni,B-06-01-01/A-02-01-08
610,1607045049,04.12 02:24:09,nakládka,,
611,1607045076,04.12 02:24:36,vykládka,,
2761,1607045103,04.12 02:25:03,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2762,1607045310,04.12 02:28:30,operace,stroj/umisteni,B-06-01-01/A-02-01-08
612,1607045405,04.12 02:30:05,nakládka,budova,Hala schlosser
613,1607045450,04.12 02:30:50,vykládka,,
614,1607045462,04.12 02:31:02,nakládka,,
615,1607045503,04.12 02:31:43,vykládka,,
616,1607045515,04.12 02:31:55,nakládka,budova,Hala schlosser
617,1607045555,04.12 02:32:35,vykládka,,
618,1607045567,04.12 02:32:47,nakládka,budova,Hala schlosser
2763,1607045604,04.12 02:33:24,operace,stroj/umisteni,B-06-01-01/A-02-01-08
619,1607045615,04.12 02:33:35,vykládka,,
2764,1607045764,04.12 02:36:04,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2765,1607045911,04.12 02:38:31,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2766,1607046067,04.12 02:41:07,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2767,1607046199,04.12 02:43:19,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2768,1607046349,04.12 02:45:49,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2769,1607046495,04.12 02:48:15,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2770,1607046644,04.12 02:50:44,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2771,1607046801,04.12 02:53:21,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2772,1607046936,04.12 02:55:36,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2773,1607047073,04.12 02:57:53,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2774,1607047212,04.12 03:00:12,operace,stroj/umisteni,B-06-01-01/A-02-01-08
620,1607047225,04.12 03:00:25,nakládka,,
621,1607047234,04.12 03:00:34,vykládka,,
622,1607047259,04.12 03:00:59,nakládka,budova,Hala schlosser
623,1607047314,04.12 03:01:54,vykládka,sklad,B-01 07-12
624,1607047327,04.12 03:02:07,nakládka,budova,Hala schlosser
2775,1607047361,04.12 03:02:41,operace,stroj/umisteni,B-06-01-01/A-02-01-08
625,1607047371,04.12 03:02:51,vykládka,,
626,1607047382,04.12 03:03:02,nakládka,budova,Hala schlosser
627,1607047423,04.12 03:03:43,vykládka,sklad,B-01 07-12
628,1607047436,04.12 03:03:56,nakládka,budova,Hala schlosser
629,1607047481,04.12 03:04:41,vykládka,,
630,1607047492,04.12 03:04:52,nakládka,budova,Hala schlosser
2776,1607047503,04.12 03:05:03,operace,stroj/umisteni,B-06-01-01/A-02-01-08
631,1607047530,04.12 03:05:30,vykládka,,
632,1607047542,04.12 03:05:42,nakládka,budova,Hala schlosser
633,1607047584,04.12 03:06:24,vykládka,,
634,1607047594,04.12 03:06:34,nakládka,budova,Hala schlosser
635,1607047643,04.12 03:07:23,vykládka,,
2777,1607047646,04.12 03:07:26,operace,stroj/umisteni,B-06-01-01/A-02-01-08
636,1607047648,04.12 03:07:28,nakládka,budova,Hala schlosser
637,1607047699,04.12 03:08:19,vykládka,,
2778,1607047787,04.12 03:09:47,operace,stroj/umisteni,B-06-01-01/A-02-01-08
638,1607047981,04.12 03:13:01,nakládka,budova,Hala schlosser
2779,1607048011,04.12 03:13:31,operace,stroj/umisteni,B-06-01-01/A-02-01-08
639,1607048021,04.12 03:13:41,vykládka,,
640,1607048032,04.12 03:13:52,nakládka,budova,Hala schlosser
641,1607048074,04.12 03:14:34,vykládka,sklad,B-01 07-12
642,1607048105,04.12 03:15:05,nakládka,,
643,1607048199,04.12 03:16:39,vykládka,,
2780,1607048269,04.12 03:17:49,operace,stroj/umisteni,B-06-01-01/B-01-01-09
644,1607048275,04.12 03:17:55,nakládka,budova,Hala schlosser
2781,1607048324,04.12 03:18:44,operace,stroj/umisteni,B-06-01-01/B-01-01-09
645,1607048330,04.12 03:18:50,vykládka,,
2782,1607048397,04.12 03:19:57,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2783,1607048438,04.12 03:20:38,operace,stroj/umisteni,B-06-01-01/B-01-01-09
646,1607048552,04.12 03:22:32,nakládka,,
647,1607048582,04.12 03:23:02,vykládka,,
648,1607048603,04.12 03:23:23,nakládka,budova,Hala schlosser
649,1607048644,04.12 03:24:04,vykládka,,
650,1607048656,04.12 03:24:16,nakládka,budova,Hala schlosser
651,1607048693,04.12 03:24:53,vykládka,,
652,1607048709,04.12 03:25:09,nakládka,budova,Hala schlosser
653,1607048807,04.12 03:26:47,vykládka,,
654,1607048835,04.12 03:27:15,nakládka,budova,Hala schlosser
655,1607048897,04.12 03:28:17,vykládka,sklad,B-01 07-12
2784,1607049021,04.12 03:30:21,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2785,1607049087,04.12 03:31:27,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2786,1607049132,04.12 03:32:12,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2787,1607049181,04.12 03:33:01,operace,stroj/umisteni,B-06-01-01/B-01-01-09
656,1607049796,04.12 03:43:16,nakládka,budova,Hala schlosser
657,1607049870,04.12 03:44:30,vykládka,sklad,B-01 07-12
658,1607049902,04.12 03:45:02,nakládka,budova,Hala schlosser
659,1607049960,04.12 03:46:00,vykládka,sklad,B-01 07-12
660,1607050009,04.12 03:46:49,nakládka,budova,Hala schlosser
661,1607050076,04.12 03:47:56,vykládka,sklad,B-01 07-12
662,1607050108,04.12 03:48:28,nakládka,budova,Hala schlosser
663,1607050168,04.12 03:49:28,vykládka,sklad,B-01 07-12
664,1607050198,04.12 03:49:58,nakládka,budova,Hala schlosser
665,1607050256,04.12 03:50:56,vykládka,sklad,B-01 07-12
666,1607050297,04.12 03:51:37,nakládka,budova,Hala schlosser
667,1607050352,04.12 03:52:32,vykládka,,
668,1607050474,04.12 03:54:34,nakládka,budova,Hala schlosser
669,1607050535,04.12 03:55:35,vykládka,sklad,B-01 07-12
670,1607050569,04.12 03:56:09,nakládka,budova,Hala schlosser
671,1607050628,04.12 03:57:08,vykládka,sklad,B-01 07-12
672,1607050660,04.12 03:57:40,nakládka,budova,Hala schlosser
673,1607050722,04.12 03:58:42,vykládka,sklad,B-01 07-12
674,1607050841,04.12 04:00:41,nakládka,budova,Hala schlosser
2788,1607050885,04.12 04:01:25,operace,stroj/umisteni,B-06-01-01/B-01-01-09
675,1607050906,04.12 04:01:46,vykládka,sklad,B-01 07-12
2789,1607050942,04.12 04:02:22,operace,stroj/umisteni,B-06-01-01/B-01-01-09
676,1607050985,04.12 04:03:05,nakládka,budova,Hala schlosser
2790,1607050997,04.12 04:03:17,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2791,1607051052,04.12 04:04:12,operace,stroj/umisteni,B-06-01-01/B-01-01-09
677,1607051067,04.12 04:04:27,vykládka,sklad,B-01 07-12
2792,1607051108,04.12 04:05:08,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2793,1607051159,04.12 04:05:59,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2794,1607051213,04.12 04:06:53,operace,stroj/umisteni,B-06-01-01/B-01-01-09
678,1607051342,04.12 04:09:02,nakládka,,
679,1607051373,04.12 04:09:33,vykládka,,
680,1607051416,04.12 04:10:16,nakládka,budova,Hala schlosser
681,1607051479,04.12 04:11:19,vykládka,sklad,B-01 07-12
2795,1607051550,04.12 04:12:30,operace,stroj/umisteni,B-06-01-01/B-01-01-09
682,1607051560,04.12 04:12:40,nakládka,budova,Hala schlosser
2796,1607051597,04.12 04:13:17,operace,stroj/umisteni,B-06-01-01/B-01-01-09
683,1607051620,04.12 04:13:40,vykládka,sklad,B-01 07-12
2797,1607051649,04.12 04:14:09,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2798,1607051906,04.12 04:18:26,operace,stroj/umisteni,B-06-01-01/B-01-01-09
684,1607052271,04.12 04:24:31,nakládka,budova,Hala schlosser
685,1607052326,04.12 04:25:26,vykládka,sklad,B-01 07-12
2799,1607052353,04.12 04:25:53,operace,stroj/umisteni,B-06-01-01/B-01-01-09
686,1607052356,04.12 04:25:56,nakládka,budova,Hala schlosser
2800,1607052370,04.12 04:26:10,operace,stroj/umisteni,B-06-01-01/B-01-01-09
2801,1607052372,04.12 04:26:12,operace,stroj/umisteni,B-06-01-01/B-01-01-09
687,1607052415,04.12 04:26:55,vykládka,sklad,B-01 07-12
688,1607052446,04.12 04:27:26,nakládka,budova,Hala schlosser
2802,1607052497,04.12 04:28:17,operace,stroj/umisteni,B-06-01-01/B-01-01-12
689,1607052503,04.12 04:28:23,vykládka,sklad,B-01 07-12
690,1607052531,04.12 04:28:51,nakládka,budova,Hala schlosser
691,1607052598,04.12 04:29:58,vykládka,sklad,B-01 07-12
692,1607052630,04.12 04:30:30,nakládka,budova,Hala schlosser
693,1607052685,04.12 04:31:25,vykládka,sklad,B-01 07-12
694,1607052719,04.12 04:31:59,nakládka,budova,Hala schlosser
695,1607052776,04.12 04:32:56,vykládka,sklad,B-01 07-12
696,1607052934,04.12 04:35:34,nakládka,budova,Hala schlosser
697,1607052995,04.12 04:36:35,vykládka,sklad,B-01 07-12
698,1607053182,04.12 04:39:42,nakládka,budova,Hala schlosser
699,1607053240,04.12 04:40:40,vykládka,sklad,B-01 07-12
700,1607053273,04.12 04:41:13,nakládka,budova,Hala schlosser
701,1607053325,04.12 04:42:05,vykládka,sklad,B-01 07-12
702,1607053374,04.12 04:42:54,nakládka,budova,Hala schlosser
2803,1607053422,04.12 04:43:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
703,1607053429,04.12 04:43:49,vykládka,sklad,B-01 07-12
2804,1607053525,04.12 04:45:25,operace,stroj/umisteni,B-06-01-01/B-01-01-12
704,1607053548,04.12 04:45:48,nakládka,budova,Hala schlosser
705,1607053608,04.12 04:46:48,vykládka,sklad,B-01 07-12
2805,1607053629,04.12 04:47:09,operace,stroj/umisteni,B-06-01-01/B-01-01-12
706,1607053639,04.12 04:47:19,nakládka,budova,Hala schlosser
707,1607053704,04.12 04:48:24,vykládka,sklad,B-01 07-12
2806,1607053724,04.12 04:48:44,operace,stroj/umisteni,B-06-01-01/B-01-01-12
708,1607053775,04.12 04:49:35,nakládka,sklad,Sklad XXX palet
709,1607053857,04.12 04:50:57,vykládka,,
2807,1607053864,04.12 04:51:04,operace,stroj/umisteni,B-06-01-01/B-01-01-12
710,1607053894,04.12 04:51:34,nakládka,sklad,Sklad XXX palet
2808,1607053911,04.12 04:51:51,operace,stroj/umisteni,B-06-01-01/B-01-01-12
711,1607053965,04.12 04:52:45,vykládka,,
712,1607054001,04.12 04:53:21,nakládka,sklad,Sklad XXX palet
713,1607054080,04.12 04:54:40,vykládka,,
2809,1607054091,04.12 04:54:51,operace,stroj/umisteni,B-06-01-01/B-01-01-12
714,1607054105,04.12 04:55:05,nakládka,sklad,Sklad XXX palet
715,1607054179,04.12 04:56:19,vykládka,,
2810,1607054200,04.12 04:56:40,operace,stroj/umisteni,B-06-01-01/B-01-01-12
716,1607054206,04.12 04:56:46,nakládka,sklad,Sklad XXX palet
2811,1607054285,04.12 04:58:05,operace,stroj/umisteni,B-06-01-01/B-01-01-12
717,1607054290,04.12 04:58:10,vykládka,,
718,1607054539,04.12 05:02:19,nakládka,budova,Hala schlosser
719,1607054590,04.12 05:03:10,vykládka,sklad,B-01 07-12
2812,1607054604,04.12 05:03:24,operace,stroj/umisteni,B-06-01-01/B-01-01-12
720,1607054616,04.12 05:03:36,nakládka,budova,Hala schlosser
721,1607054683,04.12 05:04:43,vykládka,sklad,B-01 07-12
722,1607054717,04.12 05:05:17,nakládka,budova,Hala schlosser
723,1607054765,04.12 05:06:05,vykládka,sklad,B-01 07-12
724,1607054793,04.12 05:06:33,nakládka,budova,Hala schlosser
725,1607054850,04.12 05:07:30,vykládka,sklad,B-01 07-12
726,1607054880,04.12 05:08:00,nakládka,budova,Hala schlosser
727,1607054927,04.12 05:08:47,vykládka,sklad,B-01 07-12
2813,1607055036,04.12 05:10:36,operace,stroj/umisteni,B-06-01-01/B-01-01-12
728,1607055107,04.12 05:11:47,nakládka,,
2814,1607055176,04.12 05:12:56,operace,stroj/umisteni,B-06-01-01/B-01-01-12
729,1607055230,04.12 05:13:50,vykládka,,
730,1607055310,04.12 05:15:10,nakládka,budova,Hala schlosser
731,1607055361,04.12 05:16:01,vykládka,sklad,B-01 07-12
732,1607055391,04.12 05:16:31,nakládka,budova,Hala schlosser
733,1607055447,04.12 05:17:27,vykládka,sklad,B-01 07-12
734,1607055470,04.12 05:17:50,nakládka,budova,Hala schlosser
735,1607055533,04.12 05:18:53,vykládka,sklad,B-01 07-12
736,1607055562,04.12 05:19:22,nakládka,budova,Hala schlosser
737,1607055610,04.12 05:20:10,vykládka,sklad,B-01 07-12
738,1607055788,04.12 05:23:08,nakládka,budova,Hala schlosser
739,1607055948,04.12 05:25:48,vykládka,budova,Hala schlosser
2815,1607055972,04.12 05:26:12,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2816,1607056062,04.12 05:27:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2817,1607056148,04.12 05:29:08,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2818,1607056247,04.12 05:30:47,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2819,1607056334,04.12 05:32:14,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2820,1607056553,04.12 05:35:53,operace,stroj/umisteni,B-06-01-01/B-01-01-12
740,1607056745,04.12 05:39:05,nakládka,budova,Hala schlosser
2821,1607056799,04.12 05:39:59,operace,stroj/umisteni,B-06-01-01/B-01-01-12
741,1607056807,04.12 05:40:07,vykládka,sklad,B-01 07-12
742,1607056831,04.12 05:40:31,nakládka,budova,Hala schlosser
743,1607056888,04.12 05:41:28,vykládka,sklad,B-01 07-12
2822,1607056891,04.12 05:41:31,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2823,1607057001,04.12 05:43:21,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2824,1607057167,04.12 05:46:07,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2825,1607057254,04.12 05:47:34,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2826,1607058234,04.12 06:03:54,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2827,1607058282,04.12 06:04:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2828,1607058345,04.12 06:05:45,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2829,1607058410,04.12 06:06:50,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2830,1607058495,04.12 06:08:15,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2831,1607058934,04.12 06:15:34,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2832,1607059009,04.12 06:16:49,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2833,1607059084,04.12 06:18:04,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2834,1607059181,04.12 06:19:41,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2835,1607060370,04.12 06:39:30,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2836,1607060450,04.12 06:40:50,operace,stroj/umisteni,B-06-01-01/B-01-01-12
744,1607118599,04.12 22:49:59,nakládka,,
745,1607118643,04.12 22:50:43,vykládka,,
746,1607118668,04.12 22:51:08,nakládka,,
747,1607118714,04.12 22:51:54,vykládka,,
748,1607118724,04.12 22:52:04,nakládka,,
749,1607118761,04.12 22:52:41,vykládka,,
750,1607118818,04.12 22:53:38,nakládka,,
751,1607118853,04.12 22:54:13,vykládka,,
752,1607120106,04.12 23:15:06,nakládka,,
753,1607120181,04.12 23:16:21,vykládka,,
2837,1607120206,04.12 23:16:46,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2838,1607120231,04.12 23:17:11,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2839,1607120270,04.12 23:17:50,operace,stroj/umisteni,B-06-01-01/A-01-01-10
754,1607120277,04.12 23:17:57,nakládka,,
755,1607120340,04.12 23:19:00,vykládka,,
756,1607120351,04.12 23:19:11,nakládka,,
2840,1607120364,04.12 23:19:24,operace,stroj/umisteni,B-06-01-01/A-01-01-10
757,1607120392,04.12 23:19:52,vykládka,,
2841,1607120401,04.12 23:20:01,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2842,1607120457,04.12 23:20:57,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2843,1607120478,04.12 23:21:18,operace,stroj/umisteni,B-06-01-01/A-01-01-10
758,1607120652,04.12 23:24:12,nakládka,,
759,1607120686,04.12 23:24:46,vykládka,,
760,1607120805,04.12 23:26:45,nakládka,,
761,1607120846,04.12 23:27:26,vykládka,,
2844,1607121519,04.12 23:38:39,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2845,1607121675,04.12 23:41:15,operace,stroj/umisteni,B-06-01-01/A-01-01-10
762,1607121817,04.12 23:43:37,nakládka,,
763,1607121859,04.12 23:44:19,vykládka,,
764,1607121869,04.12 23:44:29,nakládka,,
765,1607121907,04.12 23:45:07,vykládka,,
766,1607122025,04.12 23:47:05,nakládka,,
767,1607122062,04.12 23:47:42,vykládka,,
2846,1607122142,04.12 23:49:02,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2847,1607122177,04.12 23:49:37,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2848,1607122211,04.12 23:50:11,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2849,1607122333,04.12 23:52:13,operace,stroj/umisteni,B-06-01-01/A-01-01-10
768,1607122340,04.12 23:52:20,nakládka,,
769,1607122378,04.12 23:52:58,vykládka,,
770,1607122387,04.12 23:53:07,nakládka,,
2850,1607122405,04.12 23:53:25,operace,stroj/umisteni,B-06-01-01/A-01-01-10
771,1607122426,04.12 23:53:46,vykládka,,
2851,1607122430,04.12 23:53:50,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2852,1607122476,04.12 23:54:36,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2853,1607123378,05.12 00:09:38,operace,stroj/umisteni,B-06-01-01/A-01-01-10
772,1607123917,05.12 00:18:37,nakládka,,
773,1607123956,05.12 00:19:16,vykládka,,
774,1607123974,05.12 00:19:34,nakládka,budova,Hala schlosser
775,1607124028,05.12 00:20:28,vykládka,,
776,1607124116,05.12 00:21:56,nakládka,budova,Hala schlosser
2854,1607124139,05.12 00:22:19,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2855,1607124140,05.12 00:22:20,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2856,1607124141,05.12 00:22:21,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2857,1607124147,05.12 00:22:27,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2858,1607124148,05.12 00:22:28,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2859,1607124149,05.12 00:22:29,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2860,1607124151,05.12 00:22:31,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2861,1607124153,05.12 00:22:33,operace,stroj/umisteni,B-06-01-01/A-01-01-10
777,1607124170,05.12 00:22:50,vykládka,,
778,1607124193,05.12 00:23:13,nakládka,budova,Hala schlosser
779,1607124285,05.12 00:24:45,vykládka,,
2862,1607124428,05.12 00:27:08,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2863,1607124454,05.12 00:27:34,operace,stroj/umisteni,B-06-01-01/A-01-01-10
780,1607124569,05.12 00:29:29,nakládka,budova,Hala schlosser
781,1607124626,05.12 00:30:26,vykládka,,
782,1607124645,05.12 00:30:45,nakládka,budova,Hala schlosser
783,1607124693,05.12 00:31:33,vykládka,,
784,1607124842,05.12 00:34:02,nakládka,budova,Hala schlosser
785,1607124959,05.12 00:35:59,vykládka,,
2864,1607126048,05.12 00:54:08,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2865,1607126059,05.12 00:54:19,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2866,1607126061,05.12 00:54:21,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2867,1607126062,05.12 00:54:22,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2868,1607126069,05.12 00:54:29,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2869,1607126072,05.12 00:54:32,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2870,1607126073,05.12 00:54:33,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2871,1607126074,05.12 00:54:34,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2872,1607126075,05.12 00:54:35,operace,stroj/umisteni,B-06-01-01/A-01-01-10
2873,1607126076,05.12 00:54:36,operace,stroj/umisteni,B-06-01-01/A-01-01-10
786,1607126179,05.12 00:56:19,nakládka,budova,Hala schlosser
787,1607126285,05.12 00:58:05,vykládka,sklad,A-02
788,1607126798,05.12 01:06:38,nakládka,,
789,1607126918,05.12 01:08:38,vykládka,sklad,A-02
2874,1607127234,05.12 01:13:54,operace,stroj/umisteni,B-06-01-01/B-01-01-06
790,1607127254,05.12 01:14:14,nakládka,,
2875,1607127259,05.12 01:14:19,operace,stroj/umisteni,B-06-01-01/B-01-01-06
2876,1607127300,05.12 01:15:00,operace,stroj/umisteni,B-06-01-01/B-01-01-06
791,1607127383,05.12 01:16:23,vykládka,sklad,A-02
2877,1607127456,05.12 01:17:36,operace,stroj/umisteni,B-06-01-01/B-01-01-06
792,1607127522,05.12 01:18:42,nakládka,,
2878,1607127524,05.12 01:18:44,operace,stroj/umisteni,B-06-01-01/B-01-01-06
2879,1607127611,05.12 01:20:11,operace,stroj/umisteni,B-06-01-01/B-01-01-06
793,1607127640,05.12 01:20:40,vykládka,sklad,A-02
2880,1607127738,05.12 01:22:18,operace,stroj/umisteni,B-06-01-01/B-01-01-06
