,time,ftime,type,location_type,location
2954,1607354876,07.12 16:27:56,operace,stroj/umisteni,B-06-01-01/A-01-03-01
984,1607354880,07.12 16:28:00,nakládka,budova,Hala schlosser
985,1607354985,07.12 16:29:45,vykládka,sklad,A-02
2955,1607355079,07.12 16:31:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2956,1607355150,07.12 16:32:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2957,1607355310,07.12 16:35:10,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2958,1607355439,07.12 16:37:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
986,1607355484,07.12 16:38:04,nakládka,budova,Hala schlosser
2959,1607355572,07.12 16:39:32,operace,stroj/umisteni,B-06-01-01/A-01-03-01
987,1607355590,07.12 16:39:50,vykládka,sklad,A-02
988,1607355649,07.12 16:40:49,nakládka,budova,Hala schlosser
989,1607355765,07.12 16:42:45,vykládka,sklad,A-02
2960,1607355905,07.12 16:45:05,operace,stroj/umisteni,B-06-01-01/A-01-03-01
990,1607355998,07.12 16:46:38,nakládka,budova,Hala schlosser
991,1607356121,07.12 16:48:41,vykládka,sklad,A-02
992,1607356189,07.12 16:49:49,nakládka,budova,Hala schlosser
993,1607356291,07.12 16:51:31,vykládka,sklad,A-02
994,1607356434,07.12 16:53:54,nakládka,budova,Hala schlosser
2961,1607356448,07.12 16:54:08,operace,stroj/umisteni,B-06-01-01/A-01-03-01
995,1607356556,07.12 16:55:56,vykládka,sklad,A-02
2962,1607356666,07.12 16:57:46,operace,stroj/umisteni,B-06-01-01/A-01-03-01
996,1607356698,07.12 16:58:18,nakládka,budova,Hala schlosser
2963,1607356800,07.12 17:00:00,operace,stroj/umisteni,B-06-01-01/A-01-03-01
997,1607356813,07.12 17:00:13,vykládka,sklad,A-02
998,1607357012,07.12 17:03:32,nakládka,budova,Hala schlosser
2964,1607357040,07.12 17:04:00,operace,stroj/umisteni,B-06-01-01/A-01-03-01
999,1607357132,07.12 17:05:32,vykládka,sklad,A-02
2965,1607357389,07.12 17:09:49,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1000,1607357460,07.12 17:11:00,nakládka,budova,Hala schlosser
1001,1607357618,07.12 17:13:38,vykládka,sklad,A-02
2966,1607357632,07.12 17:13:52,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1002,1607357700,07.12 17:15:00,nakládka,,
1003,1607357804,07.12 17:16:44,vykládka,sklad,A-02
1004,1607357882,07.12 17:18:02,nakládka,budova,Hala schlosser
1005,1607357992,07.12 17:19:52,vykládka,sklad,A-02
2967,1607358109,07.12 17:21:49,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2968,1607358316,07.12 17:25:16,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1006,1607358449,07.12 17:27:29,nakládka,,
2969,1607358498,07.12 17:28:18,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1007,1607358585,07.12 17:29:45,vykládka,sklad,A-02
1008,1607358740,07.12 17:32:20,nakládka,,
1009,1607358750,07.12 17:32:30,vykládka,,
1010,1607358757,07.12 17:32:37,nakládka,,
1011,1607358851,07.12 17:34:11,vykládka,sklad,A-02
1012,1607359077,07.12 17:37:57,nakládka,,
2970,1607359103,07.12 17:38:23,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1013,1607359176,07.12 17:39:36,vykládka,sklad,A-02
1014,1607359257,07.12 17:40:57,nakládka,budova,Hala schlosser
1015,1607359356,07.12 17:42:36,vykládka,sklad,A-02
2971,1607359379,07.12 17:42:59,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1016,1607359424,07.12 17:43:44,nakládka,,
1017,1607359547,07.12 17:45:47,vykládka,sklad,A-02
2972,1607359619,07.12 17:46:59,operace,stroj/umisteni,B-06-01-01/A-02-01-08
2973,1607359804,07.12 17:50:04,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1018,1607359877,07.12 17:51:17,nakládka,,
1019,1607359959,07.12 17:52:39,vykládka,sklad,A-02
1020,1607360017,07.12 17:53:37,nakládka,,
2974,1607360064,07.12 17:54:24,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1021,1607360108,07.12 17:55:08,vykládka,sklad,A-02
2975,1607360334,07.12 17:58:54,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1022,1607360382,07.12 17:59:42,nakládka,,
1023,1607360413,07.12 18:00:13,vykládka,,
1024,1607360542,07.12 18:02:22,nakládka,budova,Hala schlosser
2976,1607360637,07.12 18:03:57,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1025,1607360642,07.12 18:04:02,vykládka,sklad,A-02
1026,1607360746,07.12 18:05:46,nakládka,budova,Hala schlosser
1027,1607360859,07.12 18:07:39,vykládka,sklad,A-02
1028,1607360954,07.12 18:09:14,nakládka,budova,Hala schlosser
1029,1607361043,07.12 18:10:43,vykládka,sklad,A-02
2977,1607361081,07.12 18:11:21,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1030,1607361172,07.12 18:12:52,nakládka,budova,Hala schlosser
1031,1607361277,07.12 18:14:37,vykládka,sklad,A-02
2978,1607361322,07.12 18:15:22,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1032,1607361479,07.12 18:17:59,nakládka,budova,Hala schlosser
2979,1607361545,07.12 18:19:05,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1033,1607361581,07.12 18:19:41,vykládka,sklad,A-02
1034,1607361737,07.12 18:22:17,nakládka,budova,Hala schlosser
1035,1607361855,07.12 18:24:15,vykládka,sklad,A-02
2980,1607362071,07.12 18:27:51,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1036,1607362085,07.12 18:28:05,nakládka,budova,Hala schlosser
1037,1607362175,07.12 18:29:35,vykládka,sklad,A-02
2981,1607362381,07.12 18:33:01,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1038,1607362412,07.12 18:33:32,nakládka,budova,Hala schlosser
1039,1607362523,07.12 18:35:23,vykládka,sklad,A-02
1040,1607362634,07.12 18:37:14,nakládka,,
2982,1607362700,07.12 18:38:20,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1041,1607362739,07.12 18:38:59,vykládka,sklad,A-02
1042,1607362789,07.12 18:39:49,nakládka,budova,Hala schlosser
2983,1607362881,07.12 18:41:21,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1043,1607362892,07.12 18:41:32,vykládka,sklad,A-02
1044,1607362973,07.12 18:42:53,nakládka,budova,Hala schlosser
2984,1607363044,07.12 18:44:04,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1045,1607363101,07.12 18:45:01,vykládka,sklad,A-02
1046,1607363156,07.12 18:45:56,nakládka,budova,Hala schlosser
1047,1607363247,07.12 18:47:27,vykládka,sklad,A-02
2985,1607363470,07.12 18:51:10,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1048,1607363499,07.12 18:51:39,nakládka,,
1049,1607363612,07.12 18:53:32,vykládka,sklad,A-02
2986,1607363636,07.12 18:53:56,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1050,1607363720,07.12 18:55:20,nakládka,budova,Hala schlosser
1051,1607363837,07.12 18:57:17,vykládka,sklad,A-02
1052,1607363908,07.12 18:58:28,nakládka,budova,Hala schlosser
1053,1607364017,07.12 19:00:17,vykládka,sklad,A-02
2987,1607364160,07.12 19:02:40,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1054,1607364238,07.12 19:03:58,nakládka,,
1055,1607364348,07.12 19:05:48,vykládka,sklad,A-02
2988,1607364379,07.12 19:06:19,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1056,1607364543,07.12 19:09:03,nakládka,budova,Hala schlosser
1057,1607364686,07.12 19:11:26,vykládka,sklad,A-02
2989,1607364793,07.12 19:13:13,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1058,1607364945,07.12 19:15:45,nakládka,budova,Hala schlosser
1059,1607365075,07.12 19:17:55,vykládka,sklad,A-02
2990,1607365100,07.12 19:18:20,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1060,1607365148,07.12 19:19:08,nakládka,budova,Hala schlosser
1061,1607365263,07.12 19:21:03,vykládka,sklad,A-02
1062,1607365334,07.12 19:22:14,nakládka,,
2991,1607365362,07.12 19:22:42,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1063,1607365449,07.12 19:24:09,vykládka,sklad,A-02
1064,1607365519,07.12 19:25:19,nakládka,budova,Hala schlosser
1065,1607365649,07.12 19:27:29,vykládka,sklad,A-02
2992,1607365706,07.12 19:28:26,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1066,1607365717,07.12 19:28:37,nakládka,budova,Hala schlosser
1067,1607365829,07.12 19:30:29,vykládka,sklad,A-02
1068,1607365899,07.12 19:31:39,nakládka,budova,Hala schlosser
1069,1607366012,07.12 19:33:32,vykládka,sklad,A-02
2993,1607366035,07.12 19:33:55,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1070,1607366095,07.12 19:34:55,nakládka,budova,Hala schlosser
1071,1607366214,07.12 19:36:54,vykládka,sklad,A-02
2994,1607366257,07.12 19:37:37,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1072,1607366323,07.12 19:38:43,nakládka,,
1073,1607366334,07.12 19:38:54,vykládka,budova,Hala schlosser
1074,1607366340,07.12 19:39:00,nakládka,budova,Hala schlosser
1075,1607366445,07.12 19:40:45,vykládka,sklad,A-02
2995,1607366453,07.12 19:40:53,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1076,1607366575,07.12 19:42:55,nakládka,,
1077,1607366605,07.12 19:43:25,vykládka,,
1078,1607366619,07.12 19:43:39,nakládka,budova,Hala schlosser
2996,1607366628,07.12 19:43:48,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1079,1607366727,07.12 19:45:27,vykládka,sklad,A-02
2997,1607366775,07.12 19:46:15,operace,stroj/umisteni,B-06-01-01/A-02-01-08
1080,1607366778,07.12 19:46:18,nakládka,,
1081,1607366788,07.12 19:46:28,vykládka,budova,Hala schlosser
1082,1607366793,07.12 19:46:33,nakládka,budova,Hala schlosser
1083,1607366907,07.12 19:48:27,vykládka,sklad,A-02
1084,1607366956,07.12 19:49:16,nakládka,,
1085,1607366966,07.12 19:49:26,vykládka,,
1086,1607366970,07.12 19:49:30,nakládka,budova,Hala schlosser
1087,1607367073,07.12 19:51:13,vykládka,sklad,A-02
1088,1607367242,07.12 19:54:02,nakládka,,
2998,1607367341,07.12 19:55:41,operace,stroj/umisteni,B-06-01-01/A-03-01-01
1089,1607367343,07.12 19:55:43,vykládka,sklad,A-02
1090,1607367384,07.12 19:56:24,nakládka,,
1091,1607367394,07.12 19:56:34,vykládka,,
1092,1607367409,07.12 19:56:49,nakládka,budova,Hala schlosser
2999,1607367432,07.12 19:57:12,operace,stroj/umisteni,B-06-01-01/A-03-01-01
1093,1607367518,07.12 19:58:38,vykládka,sklad,A-02
3000,1607367535,07.12 19:58:55,operace,stroj/umisteni,B-06-01-01/A-03-01-01
1094,1607367565,07.12 19:59:25,nakládka,,
1095,1607367576,07.12 19:59:36,vykládka,,
1096,1607367605,07.12 20:00:05,nakládka,,
1097,1607367703,07.12 20:01:43,vykládka,sklad,A-02
1098,1607367772,07.12 20:02:52,nakládka,budova,Hala schlosser
3001,1607367860,07.12 20:04:20,operace,stroj/umisteni,B-06-01-01/A-03-01-01
1099,1607367886,07.12 20:04:46,vykládka,sklad,A-02
1100,1607368052,07.12 20:07:32,nakládka,budova,Hala schlosser
1101,1607368147,07.12 20:09:07,vykládka,,
1102,1607368191,07.12 20:09:51,nakládka,budova,Hala schlosser
1103,1607368311,07.12 20:11:51,vykládka,sklad,A-02
1104,1607368354,07.12 20:12:34,nakládka,budova,Hala schlosser
1105,1607368442,07.12 20:14:02,vykládka,sklad,A-02
1106,1607368452,07.12 20:14:12,nakládka,,
1107,1607368461,07.12 20:14:21,vykládka,,
1108,1607368464,07.12 20:14:24,nakládka,,
1109,1607368478,07.12 20:14:38,vykládka,budova,Hala schlosser
1110,1607368483,07.12 20:14:43,nakládka,budova,Hala schlosser
3002,1607368564,07.12 20:16:04,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1111,1607368566,07.12 20:16:06,vykládka,,
1112,1607368607,07.12 20:16:47,nakládka,budova,Hala schlosser
3003,1607368766,07.12 20:19:26,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1113,1607368773,07.12 20:19:33,vykládka,sklad,A-02
1114,1607368818,07.12 20:20:18,nakládka,budova,Hala schlosser
3004,1607368859,07.12 20:20:59,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1115,1607368909,07.12 20:21:49,vykládka,,
3005,1607368952,07.12 20:22:32,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1116,1607368952,07.12 20:22:32,nakládka,budova,Hala schlosser
1117,1607369036,07.12 20:23:56,vykládka,,
1118,1607369062,07.12 20:24:22,nakládka,,
1119,1607369070,07.12 20:24:30,vykládka,budova,Hala schlosser
1120,1607369076,07.12 20:24:36,nakládka,budova,Hala schlosser
3006,1607369138,07.12 20:25:38,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1121,1607369163,07.12 20:26:03,vykládka,,
1122,1607369183,07.12 20:26:23,nakládka,,
1123,1607369196,07.12 20:26:36,vykládka,,
1124,1607369311,07.12 20:28:31,nakládka,budova,Hala schlosser
3007,1607369334,07.12 20:28:54,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1125,1607369402,07.12 20:30:02,vykládka,,
1126,1607369443,07.12 20:30:43,nakládka,budova,Hala schlosser
3008,1607369518,07.12 20:31:58,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1127,1607369548,07.12 20:32:28,vykládka,,
1128,1607369586,07.12 20:33:06,nakládka,budova,Hala schlosser
1129,1607369666,07.12 20:34:26,vykládka,,
1130,1607369702,07.12 20:35:02,nakládka,budova,Hala schlosser
3009,1607369754,07.12 20:35:54,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1131,1607369790,07.12 20:36:30,vykládka,,
1132,1607369826,07.12 20:37:06,nakládka,budova,Hala schlosser
1133,1607369909,07.12 20:38:29,vykládka,,
3010,1607369960,07.12 20:39:20,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1134,1607369969,07.12 20:39:29,nakládka,budova,Hala schlosser
1135,1607370056,07.12 20:40:56,vykládka,,
1136,1607370098,07.12 20:41:38,nakládka,budova,Hala schlosser
1137,1607370172,07.12 20:42:52,vykládka,,
3011,1607370237,07.12 20:43:57,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1138,1607370344,07.12 20:45:44,nakládka,budova,Hala schlosser
3012,1607370412,07.12 20:46:52,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1139,1607370425,07.12 20:47:05,vykládka,,
1140,1607370445,07.12 20:47:25,nakládka,,
1141,1607370460,07.12 20:47:40,vykládka,,
1142,1607370465,07.12 20:47:45,nakládka,budova,Hala schlosser
1143,1607370553,07.12 20:49:13,vykládka,,
3013,1607370590,07.12 20:49:50,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1144,1607370599,07.12 20:49:59,nakládka,budova,Hala schlosser
1145,1607370688,07.12 20:51:28,vykládka,,
1146,1607370730,07.12 20:52:10,nakládka,budova,Hala schlosser
1147,1607370810,07.12 20:53:30,vykládka,,
3014,1607370853,07.12 20:54:13,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1148,1607370864,07.12 20:54:24,nakládka,budova,Hala schlosser
1149,1607370947,07.12 20:55:47,vykládka,,
3015,1607371025,07.12 20:57:05,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1150,1607371062,07.12 20:57:42,nakládka,,
1151,1607371186,07.12 20:59:46,vykládka,sklad,A-01
3016,1607371224,07.12 21:00:24,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1152,1607371262,07.12 21:01:02,nakládka,budova,Hala schlosser
1153,1607371373,07.12 21:02:53,vykládka,sklad,A-01
3017,1607371386,07.12 21:03:06,operace,stroj/umisteni,B-06-01-01/A-03-01-02
1154,1607371393,07.12 21:03:13,nakládka,,
1155,1607371402,07.12 21:03:22,vykládka,,
1156,1607371554,07.12 21:05:54,nakládka,budova,Hala schlosser
1157,1607371665,07.12 21:07:45,vykládka,sklad,A-01
3018,1607371673,07.12 21:07:53,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1158,1607371743,07.12 21:09:03,nakládka,,
3019,1607371827,07.12 21:10:27,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1159,1607371855,07.12 21:10:55,vykládka,sklad,A-01
1160,1607371874,07.12 21:11:14,nakládka,,
1161,1607371883,07.12 21:11:23,vykládka,,
1162,1607371921,07.12 21:12:01,nakládka,budova,Hala schlosser
3020,1607371973,07.12 21:12:53,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1163,1607372026,07.12 21:13:46,vykládka,sklad,A-01
1164,1607372077,07.12 21:14:37,nakládka,,
1165,1607372086,07.12 21:14:46,vykládka,,
1166,1607372092,07.12 21:14:52,nakládka,,
3021,1607372102,07.12 21:15:02,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1167,1607372198,07.12 21:16:38,vykládka,sklad,A-01
3022,1607372229,07.12 21:17:09,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1168,1607372236,07.12 21:17:16,nakládka,,
1169,1607372250,07.12 21:17:30,vykládka,,
1170,1607372264,07.12 21:17:44,nakládka,budova,Hala schlosser
1171,1607372365,07.12 21:19:25,vykládka,sklad,A-01
1172,1607372416,07.12 21:20:16,nakládka,,
1173,1607372426,07.12 21:20:26,vykládka,,
1174,1607372430,07.12 21:20:30,nakládka,budova,Hala schlosser
3023,1607372436,07.12 21:20:36,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1175,1607372535,07.12 21:22:15,vykládka,sklad,A-01
3024,1607372572,07.12 21:22:52,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1176,1607372673,07.12 21:24:33,nakládka,,
3025,1607372693,07.12 21:24:53,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1177,1607372759,07.12 21:25:59,vykládka,,
1178,1607372854,07.12 21:27:34,nakládka,budova,Hala schlosser
3026,1607372931,07.12 21:28:51,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1179,1607372968,07.12 21:29:28,vykládka,sklad,A-01
1180,1607373032,07.12 21:30:32,nakládka,budova,Hala schlosser
3027,1607373063,07.12 21:31:03,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1181,1607373138,07.12 21:32:18,vykládka,sklad,A-01
1182,1607373194,07.12 21:33:14,nakládka,,
3028,1607373206,07.12 21:33:26,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1183,1607373207,07.12 21:33:27,vykládka,,
1184,1607373215,07.12 21:33:35,nakládka,budova,Hala schlosser
3029,1607373324,07.12 21:35:24,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1185,1607373328,07.12 21:35:28,vykládka,sklad,A-01
3030,1607373443,07.12 21:37:23,operace,stroj/umisteni,B-06-01-01/A-02-01-04
3031,1607373586,07.12 21:39:46,operace,stroj/umisteni,B-06-01-01/A-02-01-04
3032,1607373718,07.12 21:41:58,operace,stroj/umisteni,B-06-01-01/A-02-01-04
3033,1607373967,07.12 21:46:07,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1186,1607374022,07.12 21:47:02,nakládka,,
3034,1607374084,07.12 21:48:04,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1187,1607374089,07.12 21:48:09,vykládka,budova,CE 80
1188,1607374091,07.12 21:48:11,nakládka,budova,CE 80
1189,1607374119,07.12 21:48:39,vykládka,,
1190,1607374181,07.12 21:49:41,nakládka,budova,Hala schlosser
3035,1607374219,07.12 21:50:19,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1191,1607374290,07.12 21:51:30,vykládka,sklad,A-01
1192,1607374340,07.12 21:52:20,nakládka,,
3036,1607374349,07.12 21:52:29,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1193,1607374352,07.12 21:52:32,vykládka,budova,Hala schlosser
1194,1607374356,07.12 21:52:36,nakládka,budova,Hala schlosser
1195,1607374417,07.12 21:53:37,vykládka,sklad,B-01 01-07
1196,1607374435,07.12 21:53:55,nakládka,budova,Hala schlosser
3037,1607374449,07.12 21:54:09,operace,stroj/umisteni,B-06-01-01/A-02-01-04
1197,1607374500,07.12 21:55:00,vykládka,sklad,B-01 01-07
1198,1607374517,07.12 21:55:17,nakládka,budova,Hala schlosser
1199,1607374567,07.12 21:56:07,vykládka,,
3038,1607374882,07.12 22:01:22,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3039,1607375172,07.12 22:06:12,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3040,1607375244,07.12 22:07:24,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3041,1607375364,07.12 22:09:24,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3042,1607375538,07.12 22:12:18,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3043,1607375714,07.12 22:15:14,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3044,1607375884,07.12 22:18:04,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3045,1607376049,07.12 22:20:49,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3046,1607376482,07.12 22:28:02,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3047,1607376655,07.12 22:30:55,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3048,1607376835,07.12 22:33:55,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3049,1607377801,07.12 22:50:01,operace,stroj/umisteni,B-06-01-01/A-01-02-07
3050,1607378065,07.12 22:54:25,operace,stroj/umisteni,B-06-01-01/B-01-01-01
3051,1607378096,07.12 22:54:56,operace,stroj/umisteni,B-06-01-01/B-01-01-01
3052,1607378142,07.12 22:55:42,operace,stroj/umisteni,B-06-01-01/B-01-01-01
1200,1607432848,08.12 14:07:28,nakládka,budova,Hala schlosser
1201,1607432906,08.12 14:08:26,vykládka,sklad,B-01 01-07
1202,1607432923,08.12 14:08:43,nakládka,budova,Hala schlosser
1203,1607432967,08.12 14:09:27,vykládka,sklad,B-01 01-07
1204,1607432982,08.12 14:09:42,nakládka,budova,Hala schlosser
1205,1607433033,08.12 14:10:33,vykládka,sklad,B-01 01-07
1206,1607433046,08.12 14:10:46,nakládka,budova,Hala schlosser
1207,1607433099,08.12 14:11:39,vykládka,sklad,B-01 01-07
1208,1607433326,08.12 14:15:26,nakládka,budova,Hala schlosser
1209,1607433383,08.12 14:16:23,vykládka,sklad,B-01 01-07
1210,1607433698,08.12 14:21:38,nakládka,budova,Hala schlosser
1211,1607433758,08.12 14:22:38,vykládka,sklad,B-01 01-07
1212,1607433774,08.12 14:22:54,nakládka,budova,Hala schlosser
1213,1607433811,08.12 14:23:31,vykládka,sklad,B-01 01-07
1214,1607433822,08.12 14:23:42,nakládka,budova,Hala schlosser
1215,1607433872,08.12 14:24:32,vykládka,,
1216,1607433983,08.12 14:26:23,nakládka,budova,Hala schlosser
1217,1607434031,08.12 14:27:11,vykládka,sklad,B-01 01-07
1218,1607434195,08.12 14:29:55,nakládka,,
1219,1607434381,08.12 14:33:01,vykládka,sklad,A-02
1220,1607434478,08.12 14:34:38,nakládka,budova,Hala schlosser
1221,1607434530,08.12 14:35:30,vykládka,sklad,B-01 01-07
1222,1607434580,08.12 14:36:20,nakládka,budova,Hala schlosser
1223,1607434632,08.12 14:37:12,vykládka,sklad,B-01 01-07
1224,1607434738,08.12 14:38:58,nakládka,,
1225,1607434766,08.12 14:39:26,vykládka,budova,Hala schlosser
1226,1607434816,08.12 14:40:16,nakládka,,
1227,1607434873,08.12 14:41:13,vykládka,,
1228,1607434998,08.12 14:43:18,nakládka,budova,Hala schlosser
1229,1607435040,08.12 14:44:00,vykládka,sklad,B-01 01-07
1230,1607435057,08.12 14:44:17,nakládka,budova,Hala schlosser
1231,1607435120,08.12 14:45:20,vykládka,sklad,B-01 01-07
1232,1607435140,08.12 14:45:40,nakládka,budova,Hala schlosser
1233,1607435193,08.12 14:46:33,vykládka,sklad,B-01 01-07
1234,1607435209,08.12 14:46:49,nakládka,budova,Hala schlosser
1235,1607435257,08.12 14:47:37,vykládka,sklad,B-01 01-07
1236,1607435278,08.12 14:47:58,nakládka,,
1237,1607435319,08.12 14:48:39,vykládka,sklad,B-01 01-07
1238,1607435606,08.12 14:53:26,nakládka,,
1239,1607435649,08.12 14:54:09,vykládka,sklad,B-01 01-07
1240,1607435803,08.12 14:56:43,nakládka,,
1241,1607435910,08.12 14:58:30,vykládka,,
1242,1607435913,08.12 14:58:33,nakládka,,
1243,1607435971,08.12 14:59:31,vykládka,,
1244,1607436097,08.12 15:01:37,nakládka,,
1245,1607436166,08.12 15:02:46,vykládka,budova,AB 3
1246,1607436173,08.12 15:02:53,nakládka,budova,AB 3
1247,1607436238,08.12 15:03:58,vykládka,,
1248,1607436302,08.12 15:05:02,nakládka,,
1249,1607436385,08.12 15:06:25,vykládka,budova,AB 3
1250,1607436406,08.12 15:06:46,nakládka,,
1251,1607436415,08.12 15:06:55,vykládka,,
1252,1607436417,08.12 15:06:57,nakládka,,
1253,1607436435,08.12 15:07:15,vykládka,,
1254,1607436445,08.12 15:07:25,nakládka,,
1255,1607436486,08.12 15:08:06,vykládka,,
3053,1607436500,08.12 15:08:20,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3054,1607436539,08.12 15:08:59,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3055,1607436608,08.12 15:10:08,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1256,1607436669,08.12 15:11:09,nakládka,budova,Hala schlosser
1257,1607436714,08.12 15:11:54,vykládka,sklad,B-01 01-07
1258,1607436725,08.12 15:12:05,nakládka,,
1259,1607436774,08.12 15:12:54,vykládka,sklad,B-01 01-07
1260,1607436781,08.12 15:13:01,nakládka,budova,Hala schlosser
1261,1607436876,08.12 15:14:36,vykládka,sklad,B-01 01-07
1262,1607436892,08.12 15:14:52,nakládka,,
1263,1607436942,08.12 15:15:42,vykládka,sklad,B-01 01-07
3056,1607436957,08.12 15:15:57,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1264,1607436958,08.12 15:15:58,nakládka,,
1265,1607437018,08.12 15:16:58,vykládka,sklad,B-01 01-07
1266,1607437031,08.12 15:17:11,nakládka,,
1267,1607437081,08.12 15:18:01,vykládka,sklad,B-01 01-07
1268,1607437119,08.12 15:18:39,nakládka,,
1269,1607437180,08.12 15:19:40,vykládka,sklad,B-01 01-07
1270,1607437199,08.12 15:19:59,nakládka,budova,Hala schlosser
1271,1607437258,08.12 15:20:58,vykládka,sklad,B-01 01-07
1272,1607437273,08.12 15:21:13,nakládka,,
3057,1607437314,08.12 15:21:54,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1273,1607437324,08.12 15:22:04,vykládka,sklad,B-01 01-07
3058,1607437389,08.12 15:23:09,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3059,1607437441,08.12 15:24:01,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1274,1607437496,08.12 15:24:56,nakládka,,
1275,1607437525,08.12 15:25:25,vykládka,,
3060,1607437600,08.12 15:26:40,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1276,1607437645,08.12 15:27:25,nakládka,,
1277,1607437685,08.12 15:28:05,vykládka,,
1278,1607437704,08.12 15:28:24,nakládka,budova,Hala schlosser
1279,1607437749,08.12 15:29:09,vykládka,sklad,B-01 01-07
1280,1607437764,08.12 15:29:24,nakládka,budova,Hala schlosser
1281,1607437816,08.12 15:30:16,vykládka,sklad,B-01 01-07
3061,1607437966,08.12 15:32:46,operace,stroj/umisteni,B-06-01-01/A-03-01-01
