zarizeni,uzivatel,lokace_pred,lokace_pred_typ,lokace_po,lokace_po_typ,cas_klient,cas_server,typ_operace,vyrobek
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371276275,1606371253830,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371279394,1606371256922,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371281013,1606371258505,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371283498,1606371261018,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371286883,1606371265399,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372754648,1606372732276,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372802421,1606372780066,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372871100,1606372848844,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372955680,1606372933263,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373161288,1606373140608,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373234468,1606373212031,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373540243,1606373518916,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373961815,1606373939576,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606374042150,1606374019820,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376269261,1606376246867,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376357839,1606376335507,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376449156,1606376426773,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376515455,1606376493413,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376598233,1606376575802,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606377981319,1606377958946,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378446049,1606378423622,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378528166,1606378505833,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378614433,1606378592130,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378715013,1606378692945,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378806746,1606378784467,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378873656,1606378851448,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378986799,1606378964612,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379096645,1606379074351,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379764639,1606379742279,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379766208,1606379743795,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379767723,1606379745279,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379769333,1606379746937,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379770524,1606379748055,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379772136,1606379749707,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380523053,1606380500729,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380598913,1606380576864,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380672900,1606380650715,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380748167,1606380726063,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606381635444,1606381613119,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606382057712,1606382036733,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382125634,1606382104055,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382201243,1606382178987,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382258524,1606382236272,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382345292,1606382322954,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382506926,1606382484581,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382566789,1606382544569,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382623974,1606382602006,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384611607,1606384589297,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384660499,1606384639414,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384716373,1606384694571,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384763886,1606384741581,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386208027,1606386185736,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386231856,1606386209533,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386293197,1606386271269,prijem,944
DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386607645,1606386586815,prijem,944
DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386688987,1606386666703,prijem,944
DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386875517,1606386853238,prijem,944
DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606387062547,1606387040314,prijem,944
DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606387292574,1606387270605,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387524802,1606387502479,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387771177,1606387748963,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387960596,1606387938309,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388059928,1606388037638,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388157142,1606388134839,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388258067,1606388235779,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388352366,1606388330039,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388452998,1606388430699,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388567044,1606388544744,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388681335,1606388659014,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388781104,1606388758839,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388880308,1606388858023,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388975003,1606388952719,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389075208,1606389052927,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389175936,1606389153676,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389293085,1606389270803,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389406467,1606389384289,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389519579,1606389497286,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389609751,1606389587473,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389712464,1606389697150,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389812580,1606389790308,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389926797,1606389904487,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606390226600,1606390204351,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606390368277,1606390346011,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391155066,1606391132831,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391412279,1606391390020,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391512939,1606391490645,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391624854,1606391603579,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391727903,1606391706066,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391837084,1606391818806,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392648705,1606392626617,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392755403,1606392733753,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392861850,1606392839663,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393527490,1606393505257,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393635025,1606393612895,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393747250,1606393725118,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393854689,1606393835544,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606394091769,1606394069548,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606394482973,1606394461196,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395433774,1606395411625,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395597712,1606395575766,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395731073,1606395708852,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395831000,1606395808959,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395958615,1606395936426,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396073348,1606396051204,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396187603,1606396165376,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396292515,1606396270292,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396399285,1606396377104,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396951653,1606396929433,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397078217,1606397056019,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397169643,1606397147446,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397283210,1606397261033,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397417147,1606397395143,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397518639,1606397499469,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397631466,1606397609289,prijem,944
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397749134,1606397729928,prijem,944
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458211120,1606458189530,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458407567,1606458385790,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458839761,1606458817931,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458912323,1606458891905,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458996468,1606458974885,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459088636,1606459066820,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459214324,1606459194271,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459284919,1606459263146,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459379307,1606459358616,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459466016,1606459444671,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459567554,1606459545776,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459935562,1606459913987,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460029362,1606460008391,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460110748,1606460088994,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460200552,1606460179129,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460379849,1606460358126,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460482186,1606460460598,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460699410,1606460678017,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460817840,1606460796147,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460921749,1606460900083,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461267675,1606461245919,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461626716,1606461605049,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461726437,1606461704789,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461900462,1606461878855,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461996544,1606461974752,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462094742,1606462073188,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462528398,1606462506692,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462775435,1606462753834,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462848915,1606462830189,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463007423,1606462985765,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463426165,1606463404516,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463602165,1606463580421,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463894263,1606463872587,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463983677,1606463962249,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464094953,1606464073273,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464524271,1606464502526,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464617070,1606464595416,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465342643,1606465321335,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465424960,1606465403175,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465496144,1606465475750,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465604104,1606465582593,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465701823,1606465681100,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466010770,1606465989083,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466226079,1606466204327,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466824187,1606466802544,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466899672,1606466878036,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466968388,1606466946736,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467043499,1606467022005,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467422591,1606467401164,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467498632,1606467477247,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467581341,1606467559840,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468322648,1606468301239,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468377855,1606468356290,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468762003,1606468740640,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468856373,1606468835011,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468996144,1606468974700,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469047505,1606469025862,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469161930,1606469140300,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469215839,1606469194211,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469420482,1606469399501,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469829529,1606469807798,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469910391,1606469888679,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606470115838,1606470094135,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606470179044,1606470157400,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474159270,1606474138070,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474255112,1606474233518,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474364829,1606474343456,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474460521,1606474438861,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474586059,1606474564469,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474638732,1606474617260,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474887643,1606474865980,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606474974726,1606474953092,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475045455,1606475023786,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475120220,1606475098541,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475187585,1606475165913,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475270438,1606475248935,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475324979,1606475303303,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475406324,1606475385669,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475485455,1606475464043,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475596451,1606475574789,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475736647,1606475714956,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475783307,1606475762270,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475849796,1606475828237,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606475954184,1606475933668,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476020519,1606475999010,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476098432,1606476077816,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476175121,1606476153614,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476275139,1606476253541,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476326640,1606476304916,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476418253,1606476396685,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476496294,1606476474792,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476570401,1606476556070,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606476657230,1606476635793,prijem,932
DEV01,19907,B-06-01-01,stroj,A-03-01-03,umisteni,1606476986780,1606476966161,prijem,165
DEV01,19907,B-06-01-01,stroj,A-03-01-03,umisteni,1606477127523,1606477105998,prijem,932
DEV01,19907,B-06-01-01,stroj,A-03-01-03,umisteni,1606477187637,1606477166057,prijem,932
DEV01,19907,B-06-01-01,stroj,A-03-01-03,umisteni,1606477960782,1606477939132,prijem,932
DEV01,19907,A-03-01-03,umisteni,B-01-01-10,umisteni,1606478002089,1606477980953,presun,932
DEV01,19907,A-03-01-03,umisteni,B-01-01-10,umisteni,1606478004168,1606477982523,presun,932
DEV01,19907,A-03-01-03,umisteni,B-01-01-10,umisteni,1606478005264,1606477983560,presun,932
DEV01,19907,B-01-01-10,umisteni,B-01-01-10,umisteni,1606478006350,1606477984644,presun,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478068814,1606478047336,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478151577,1606478130150,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478234497,1606478213025,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478296954,1606478275505,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478391454,1606478369784,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606478467170,1606478445619,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606479900752,1606479879129,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606479961662,1606479940128,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606480025524,1606480003952,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606480084284,1606480062877,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606480278797,1606480257289,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606481536248,1606481514768,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606481988822,1606481967223,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482048764,1606482027140,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482216180,1606482194657,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482277160,1606482255657,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482388047,1606482366440,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482452898,1606482431362,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482524387,1606482502990,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482598125,1606482576885,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482640934,1606482619339,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482824805,1606482803256,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606482887256,1606482865825,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483093193,1606483071740,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483231897,1606483210322,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483318679,1606483297158,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483423880,1606483411922,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483921540,1606483899984,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606483970960,1606483949451,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606484432333,1606484411270,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606484525561,1606484504033,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606484779172,1606484758177,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606484871081,1606484849540,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606485406098,1606485387834,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606485497859,1606485476277,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606485609590,1606485588631,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1606485688549,1606485667431,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606775150774,1606774904317,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606775276094,1606775029406,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606775341660,1606775095055,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606775414925,1606775168181,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606775501111,1606775254493,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776139022,1606775892347,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776316841,1606776070234,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776566503,1606776319897,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776605201,1606776358566,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776606308,1606776359583,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776772719,1606776526103,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606776910411,1606776664101,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777865116,1606777618452,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777867427,1606777620668,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777869180,1606777622458,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777871938,1606777625224,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777874151,1606777627440,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606777877230,1606777630519,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606778086734,1606777840119,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606778949887,1606778703271,prijem,932
