,beat,end_beat,duration,se_distance
265,1607036026,1607036067,41,24.214211366947886
266,1607036098,1607036149,51,26.669028199116624
267,1607036676,1607036779,103,186.35507803168943
268,1607036825,1607036914,89,197.5220861158396
269,1607036965,1607037060,95,194.47417957680193
270,1607037111,1607037208,97,196.9597710583004
271,1607037256,1607037357,101,197.53990951718208
272,1607039079,1607039103,24,12.924504943792009
273,1607040145,1607040243,98,188.96406847625678
274,1607040299,1607040388,89,192.81475116660374
275,1607040442,1607040539,97,185.37751263861264
276,1607040591,1607040774,183,195.74218590399215
277,1607041007,1607041092,85,190.36727310036292
278,1607041204,1607041304,100,192.3763255264136
279,1607041360,1607041439,79,185.62530303789583
280,1607041488,1607041576,88,186.18218630624236
281,1607041696,1607041785,89,188.15855122411512
282,1607041986,1607042100,114,191.47052439682145
283,1607042148,1607042245,97,188.13022934514458
284,1607042293,1607042384,91,189.99536560136656
285,1607042451,1607042537,86,173.47466554354514
286,1607042581,1607042681,100,195.59078123467387
287,1607042732,1607042825,93,195.34844093317489
288,1607042879,1607042970,91,197.6551715416548
289,1607043027,1607043123,96,195.4379850111518
290,1607043180,1607043271,91,197.92749721961158
291,1607043319,1607043409,90,196.96425625789792
292,1607043462,1607043543,81,195.03079478171037
293,1607043596,1607043691,95,198.5905959262036
294,1607043743,1607043826,83,197.6724035240168
295,1607043878,1607043978,100,196.73215989601383
296,1607044028,1607044123,95,198.61407955597315
297,1607044169,1607044264,95,198.8800774293378
298,1607044349,1607044433,84,193.07410018438733
299,1607044557,1607044632,75,32.30686588302637
300,1607044648,1607044697,49,30.56015772307829
301,1607044708,1607044746,38,33.488597810302466
302,1607044760,1607044798,38,33.1250098890616
303,1607044823,1607044863,40,28.08302123610308
304,1607044876,1607044917,41,28.489177136605814
305,1607045049,1607045076,27,11.571146559651478
306,1607045405,1607045450,45,30.693235624705565
307,1607045462,1607045503,41,29.39630446583146
308,1607045515,1607045555,40,31.04922000292799
309,1607045567,1607045615,48,28.983525052947094
310,1607047225,1607047234,9,43.596292409187164
311,1607047259,1607047314,55,38.335855116226625
312,1607047327,1607047371,44,35.33134431823038
313,1607047382,1607047423,41,37.49032774296291
314,1607047436,1607047481,45,35.78726298449178
315,1607047492,1607047530,38,30.514731469670945
316,1607047542,1607047584,42,29.414852994037396
317,1607047594,1607047643,49,17.220801250531196
318,1607047648,1607047699,51,16.894736137877498
319,1607047981,1607048021,40,28.533762467046238
320,1607048032,1607048074,42,26.813484876474746
321,1607048105,1607048199,94,143.1501791412389
322,1607048275,1607048330,55,27.180359933788594
323,1607048552,1607048582,30,12.22455455181311
324,1607048603,1607048644,41,26.780416555999903
325,1607048656,1607048693,37,29.35156928742211
326,1607048709,1607048807,98,30.55894499534242
327,1607048835,1607048897,62,69.38915772853574
328,1607049796,1607049870,74,71.78937784566611
329,1607049902,1607049960,58,69.6803806767382
330,1607050009,1607050076,67,71.16058137621395
331,1607050108,1607050168,60,69.32528012009847
332,1607050198,1607050256,58,68.99946015076425
333,1607050297,1607050352,55,61.86812381262707
334,1607050474,1607050535,61,69.4308483397638
335,1607050569,1607050628,59,69.37150078081652
336,1607050660,1607050722,62,68.4010223753606
337,1607050841,1607050906,65,66.03300151343018
338,1607050985,1607051067,82,66.75757039807948
339,1607051342,1607051373,31,12.599269824827362
340,1607051416,1607051479,63,67.55339704826868
341,1607051560,1607051620,60,67.70355360532662
342,1607052271,1607052326,55,68.57050275497687
343,1607052356,1607052415,59,67.74935984015983
344,1607052446,1607052503,57,65.73685220018511
345,1607052531,1607052598,67,68.53627883910715
346,1607052630,1607052685,55,61.42192713195835
347,1607052719,1607052776,57,62.76974275942978
348,1607052934,1607052995,61,64.46485947247051
349,1607053182,1607053240,58,67.6118300973224
350,1607053273,1607053325,52,64.40685198619246
351,1607053374,1607053429,55,66.37237817280572
352,1607053548,1607053608,60,66.25222534500641
353,1607053639,1607053704,65,65.86227182010938
354,1607053775,1607053857,82,139.23648771590675
355,1607053894,1607053965,71,139.67842056196483
356,1607054001,1607054080,79,120.143031602275
357,1607054105,1607054179,74,121.60243912326547
358,1607054206,1607054290,84,134.5056257030726
359,1607054539,1607054590,51,66.96780482618563
360,1607054616,1607054683,67,67.93154608285968
361,1607054717,1607054765,48,65.88070706086509
362,1607054793,1607054850,57,67.2250032544853
363,1607054880,1607054927,47,64.56049842105796
364,1607055107,1607055230,123,64.55207411609732
365,1607055310,1607055361,51,66.40372515374654
366,1607055391,1607055447,56,61.579617350806735
367,1607055470,1607055533,63,66.16887877658374
368,1607055562,1607055610,48,62.67718508472601
369,1607055788,1607055948,160,51.4303036172263
370,1607056745,1607056807,62,63.903216516450314
371,1607056831,1607056888,57,64.60783828704
372,1607118599,1607118643,44,16.36966866221741
373,1607118668,1607118714,46,14.466667185977887
374,1607118724,1607118761,37,11.833234470618374
375,1607118818,1607118853,35,11.041538211127103
376,1607120106,1607120181,75,12.18233793069472
377,1607120277,1607120340,63,13.6560728184969
378,1607120351,1607120392,41,11.364702603361017
379,1607120652,1607120686,34,11.95540267953291
380,1607120805,1607120846,41,15.018015238368404
381,1607121817,1607121859,42,11.224370276017575
382,1607121869,1607121907,38,10.926399236545924
383,1607122025,1607122062,37,10.988396440270442
384,1607122340,1607122378,38,11.1784757555913
385,1607122387,1607122426,39,10.401023786348482
386,1607123917,1607123956,39,60.97526900373126
387,1607123974,1607124028,54,64.54045825514623
388,1607124116,1607124170,54,45.156347022075146
389,1607124193,1607124285,92,52.943476837968355
390,1607124569,1607124626,57,62.75481370858238
391,1607124645,1607124693,48,63.87088629096197
392,1607124842,1607124959,117,139.7167542166296
393,1607126179,1607126285,106,193.21132720373592
394,1607126798,1607126918,120,192.81207253799087
395,1607127254,1607127383,129,191.60005136281643
396,1607127522,1607127640,118,191.26711698815606
397,1607127971,1607128097,126,190.93942216311981
398,1607128433,1607128542,109,192.25953278409384
399,1607128609,1607128722,113,194.6773853895993
400,1607129271,1607129302,31,13.98437284634219
401,1607129307,1607129342,35,18.030446215068114
402,1607129366,1607129535,169,191.8131316875288
403,1607129540,1607129549,9,10.692196007695633
404,1607129596,1607129702,106,194.27590103251305
405,1607129765,1607129870,105,195.40855606547794
406,1607129927,1607130033,106,194.22359407826448
407,1607130091,1607130218,127,193.87798703732992
408,1607130788,1607130903,115,194.83411594842354
409,1607131149,1607131261,112,193.98784529737446
410,1607131322,1607131432,110,193.9677102774335
411,1607131491,1607131603,112,195.01348374347808
412,1607132478,1607132597,119,193.0664539304277
413,1607133040,1607133145,105,191.50160928894311
414,1607133201,1607133311,110,194.84776501692528
415,1607133370,1607133474,104,193.67824778696263
416,1607133522,1607133532,10,39.69330929434095
417,1607133622,1607133654,32,17.926852945064386
418,1607133849,1607133961,112,193.46917888151762
419,1607134569,1607134675,106,191.7124537035624
420,1607134707,1607134715,8,22.46409756660708
421,1607134977,1607135087,110,191.58177179211225
422,1607135146,1607135250,104,195.4457622747283
423,1607135368,1607135486,118,188.1311462913975
424,1607135548,1607135655,107,192.40663732029978
425,1607135711,1607135813,102,193.81691962452223
426,1607136226,1607136331,105,193.88413618082964
427,1607136388,1607136496,108,195.65943532748548
428,1607136532,1607136543,11,31.393004113527674
429,1607136556,1607136650,94,138.7012135748618
430,1607137095,1607137202,107,189.67957245882133
431,1607137402,1607137508,106,190.45804508499685
432,1607137823,1607137930,107,192.74714773145442
433,1607138431,1607138547,116,192.02442674413706
434,1607138676,1607138704,28,16.593686839169536
435,1607138749,1607138840,91,190.48660432280047
436,1607139109,1607139213,104,191.2230502530043
437,1607139267,1607139371,104,192.82833329210519
438,1607139520,1607139634,114,191.12666737161916
439,1607139702,1607139789,87,191.91114961332215
440,1607140025,1607140128,103,191.14818536679513
441,1607140478,1607140587,109,191.29726549758834
442,1607140643,1607140748,105,193.88299058263917
443,1607140784,1607140795,11,39.40059861779178
444,1607140804,1607140897,93,193.56359725299728
445,1607140949,1607141053,104,190.32566745437427
446,1607141196,1607141279,83,11.015178598254796
447,1607141685,1607141788,103,192.8294338686336
448,1607141844,1607141964,120,193.69043520352793
449,1607142045,1607142131,86,191.01015614695567
450,1607142280,1607142309,29,12.7614667044496
451,1607142314,1607142386,72,67.61663507378744
452,1607142467,1607142573,106,190.28133386781636
453,1607142706,1607142810,104,192.12342497758917
454,1607142859,1607142966,107,192.50260186089454
455,1607142999,1607143013,14,43.31743954419286
456,1607143339,1607143435,96,183.72072864679615
457,1607143578,1607143680,102,190.47782192149944
458,1607346276,1607346475,199,89.13367079142103
459,1607346529,1607346634,105,92.08422538052888
460,1607346777,1607346870,93,93.00921137294816
461,1607346923,1607347000,77,93.13256307141324
462,1607347429,1607347527,98,85.81472606345032
463,1607347592,1607347685,93,93.09730104993594
464,1607347740,1607347836,96,94.53179147541246
465,1607348146,1607348233,87,89.34456903732189
466,1607348520,1607348608,88,93.68823445825782
467,1607348656,1607348742,86,93.65191617239985
468,1607349111,1607349222,111,93.76940894101153
469,1607349273,1607349356,83,95.50500202938005
470,1607349694,1607349784,90,89.2187039950985
471,1607350259,1607350328,69,13.784515074889224
472,1607350330,1607350495,165,166.065133250497
473,1607350775,1607350863,88,89.7474765451597
474,1607350900,1607350908,8,27.07277367276458
475,1607350917,1607351013,96,92.43391187731272
476,1607351059,1607351129,70,91.4021849209293
477,1607351251,1607351340,89,90.95493014832414
478,1607351383,1607351472,89,92.4176035085067
479,1607351526,1607351643,117,85.94404724464307
480,1607351694,1607351774,80,90.32243920236758
481,1607351818,1607351904,86,91.07302054605903
482,1607351947,1607352046,99,90.8747828877456
483,1607352665,1607352749,84,132.05388179682902
484,1607352821,1607352909,88,84.83692259214989
485,1607353046,1607353134,88,87.40020393193156
486,1607353178,1607353261,83,90.05038801596847
487,1607353419,1607353609,190,190.80966557632036
488,1607353767,1607353868,101,190.23200627692736
489,1607354008,1607354124,116,190.83672443534982
490,1607354485,1607354612,127,189.464543300705
491,1607354693,1607354812,119,191.62149532317122
492,1607354880,1607354985,105,192.417697760167
493,1607355484,1607355590,106,190.53879438879216
494,1607355649,1607355765,116,194.1766877160352
495,1607355998,1607356121,123,192.69353807220932
496,1607356189,1607356291,102,191.6014280227116
497,1607356434,1607356556,122,193.1023315506566
498,1607356698,1607356813,115,191.02855721129407
499,1607357012,1607357132,120,192.13663953913974
500,1607357460,1607357618,158,192.8464516659225
501,1607357700,1607357804,104,191.86928307274624
502,1607357882,1607357992,110,192.990700084852
503,1607358449,1607358585,136,192.54957399508163
504,1607358740,1607358750,10,18.455087573186983
505,1607358757,1607358851,94,190.89892520295578
506,1607359077,1607359176,99,189.43428781139912
507,1607359257,1607359356,99,191.26883400008407
508,1607359424,1607359547,123,193.2056808402709
509,1607359877,1607359959,82,191.30597375998417
510,1607360017,1607360108,91,191.0966812827524
511,1607360382,1607360413,31,10.095545566024036
512,1607360542,1607360642,100,190.53160543614263
513,1607360746,1607360859,113,190.78039158426225
514,1607360954,1607361043,89,191.41006411498273
515,1607361172,1607361277,105,193.1038891672693
516,1607361479,1607361581,102,191.4831763104092
517,1607361737,1607361855,118,192.2017521040501
518,1607362085,1607362175,90,192.11589599395703
519,1607362412,1607362523,111,180.77216658842127
520,1607362634,1607362739,105,184.8305407439284
521,1607362789,1607362892,103,195.201326336228
522,1607362973,1607363101,128,192.29001321837708
523,1607363156,1607363247,91,187.6186144995774
524,1607363499,1607363612,113,286.9906970018793
525,1607363720,1607363837,117,286.6049459023489
526,1607363908,1607364017,109,290.32522759956674
527,1607364238,1607364348,110,287.93442536334607
528,1607364543,1607364686,143,292.1998426039169
529,1607364945,1607365075,130,292.3953407211135
530,1607365148,1607365263,115,294.04538929231614
531,1607365334,1607365449,115,295.4421706303625
532,1607365519,1607365649,130,294.7559686321863
533,1607365717,1607365829,112,297.21455496409175
534,1607365899,1607366012,113,295.2105065835829
535,1607366095,1607366214,119,294.0329420988538
536,1607366323,1607366334,11,35.7857852249596
537,1607366340,1607366445,105,293.9041636349128
538,1607366575,1607366605,30,15.205818909929976
539,1607366619,1607366727,108,290.5079347973659
540,1607366778,1607366788,10,34.051358127715304
541,1607366793,1607366907,114,290.6827330839439
542,1607366956,1607366966,10,34.25433029905656
543,1607366970,1607367073,103,295.68942854522857
544,1607367242,1607367343,101,288.8819509329097
545,1607367384,1607367394,10,58.633410592132115
546,1607367409,1607367518,109,292.4543001998311
547,1607367565,1607367576,11,46.638366293295675
548,1607367605,1607367703,98,292.8949193379296
549,1607367772,1607367886,114,296.2883961241983
550,1607368052,1607368147,95,166.24558355376294
551,1607368191,1607368311,120,165.40651361071622
552,1607368354,1607368442,88,166.2131914147454
553,1607368452,1607368461,9,52.49995224136543
554,1607368464,1607368478,14,47.35793863847891
555,1607368483,1607368566,83,161.3027852492288
556,1607368607,1607368773,166,165.45693180934708
557,1607368818,1607368909,91,166.46093785359758
558,1607368952,1607369036,84,161.32427183372084
559,1607369062,1607369070,8,31.411696907370917
560,1607369076,1607369163,87,158.6508038057458
561,1607369183,1607369196,13,45.67108600308711
562,1607369311,1607369402,91,162.75827428082982
563,1607369443,1607369548,105,149.58098825099924
564,1607369586,1607369666,80,144.36336881543323
565,1607369702,1607369790,88,146.72925119641275
566,1607369826,1607369909,83,163.00635169444388
567,1607369969,1607370056,87,161.03070442084447
568,1607370098,1607370172,74,165.5598410369023
569,1607370344,1607370425,81,159.01599109591535
570,1607370445,1607370460,15,49.2957186356904
571,1607370465,1607370553,88,163.09546663909808
572,1607370599,1607370688,89,160.85687033348495
573,1607370730,1607370810,80,136.85468558567044
574,1607370864,1607370947,83,164.20987181640376
575,1607371062,1607371186,124,320.1188733169537
576,1607371262,1607371373,111,321.63003027983723
577,1607371393,1607371402,9,36.16258540517187
578,1607371554,1607371665,111,323.9895882659942
579,1607371743,1607371855,112,319.16176042740676
580,1607371874,1607371883,9,53.39726313459973
581,1607371921,1607372026,105,320.44551882765023
582,1607372077,1607372086,9,29.870365343686938
583,1607372092,1607372198,106,318.12800462911974
584,1607372236,1607372250,14,69.88568574131219
585,1607372264,1607372365,101,300.4212541447485
586,1607372416,1607372426,10,14.578202023011746
587,1607372430,1607372535,105,321.58809418230595
588,1607372673,1607372759,86,142.5026756346522
589,1607372854,1607372968,114,291.99794887098454
590,1607373032,1607373138,106,330.3311666870361
591,1607373194,1607373207,13,43.77607662509646
592,1607373215,1607373328,113,297.32794429142655
593,1607374022,1607374089,67,201.42140657914322
594,1607374091,1607374119,28,28.635944357112788
595,1607374181,1607374290,109,316.1594381938794
596,1607374340,1607374352,12,36.325882536639405
597,1607374356,1607374417,61,18.74692460441375
598,1607374435,1607374500,65,20.008021747409995
599,1607374517,1607374567,50,18.00227947252397
600,1607432848,1607432906,58,29.455229467980722
601,1607432923,1607432967,44,30.869016015893916
602,1607432982,1607433033,51,30.236567498457966
603,1607433046,1607433099,53,31.10902837824105
604,1607433326,1607433383,57,31.095682327885118
605,1607433698,1607433758,60,34.87554969527956
606,1607433774,1607433811,37,33.78343424751204
607,1607433822,1607433872,50,33.754512277031345
608,1607433983,1607434031,48,32.23020103096323
609,1607434195,1607434381,186,283.80944876449206
610,1607434478,1607434530,52,33.5343675999422
611,1607434580,1607434632,52,34.28032968678021
612,1607434738,1607434766,28,10.732236967687813
613,1607434816,1607434873,57,74.02129015555381
614,1607434998,1607435040,42,33.70007378585589
615,1607435057,1607435120,63,37.64608160393408
616,1607435140,1607435193,53,30.30419291675374
617,1607435209,1607435257,48,30.444656541862393
618,1607435278,1607435319,41,27.497570616391698
619,1607435606,1607435649,43,32.63386801752259
620,1607435803,1607435910,107,62.94785707720596
621,1607435913,1607435971,58,66.90529661628561
622,1607436097,1607436166,69,53.31681996880513
623,1607436173,1607436238,65,70.54198400760657
624,1607436302,1607436385,83,65.42915869548152
625,1607436406,1607436415,9,30.26179808671697
626,1607436417,1607436435,18,15.7910246544338
627,1607436445,1607436486,41,19.06066683564609
