,Unnamed: 0,zarizeni,uzivatel,lokace_pred,lokace_pred_typ,lokace_po,lokace_po_typ,cas_klient,cas_server,typ_operace,vyrobek,t_diff,corr_t_diff,cas_real,jizda,prev_vykladka_dt,next_nakladka_dt,prev_nakladka_dt,next_vykladka_dt,next_nakladka_vzdalenost,prev_nakladka_vzdalenost
731,731,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607049153886,1607049086916,prijem,932,"-66,97","-67,02",1607049086866,,,,,,,
732,732,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607049199389,1607049132586,prijem,932,"-66,803","-67,03",1607049132359,,,,,,,
733,733,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607049248360,1607049181259,prijem,932,"-67,101","-66,97",1607049181390,,,,,,,
734,734,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607050952255,1607050885290,prijem,932,"-66,965","-66,95",1607050885305,,,,,,,
735,735,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051008659,1607050941560,prijem,932,"-67,099","-66,93",1607050941729,,,,,,,
736,736,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051064007,1607050996964,prijem,932,"-67,043","-66,89",1607050997117,,,,,,,
737,737,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051119214,1607051052210,prijem,932,"-67,004","-66,89",1607051052324,,,,,,,
738,738,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051174577,1607051107501,prijem,932,"-67,076","-66,89",1607051107687,,,,,,,
739,739,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051225724,1607051158586,prijem,932,"-67,138","-66,88",1607051158844,,,,,,,
740,740,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051279560,1607051213763,prijem,932,"-65,797","-66,91",1607051212650,,,,,,,
741,741,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051616706,1607051549866,prijem,932,"-66,84","-66,87",1607051549836,,,,,,,
742,742,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051663707,1607051596840,prijem,932,"-66,867","-66,86",1607051596847,,,,,,,
743,743,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051715912,1607051649459,prijem,932,"-66,453","-66,86",1607051649052,,,,,,,
744,744,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607051973141,1607051906101,prijem,932,"-67,04","-66,86",1607051906281,,,,,,,
745,745,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607052420120,1607052353035,prijem,932,"-67,085","-66,87",1607052353250,,,,,,,
746,746,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607052437236,1607052370286,prijem,932,"-66,95","-66,85",1607052370386,,,,,,,
747,747,DEV01,19907,B-06-01-01,stroj,B-01-01-09,umisteni,1607052438813,1607052371654,prijem,932,"-67,159","-66,84",1607052371973,,,,,,,
748,748,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607052564275,1607052497752,prijem,932,"-66,523","-66,93",1607052497345,,,,,,,
749,749,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053488858,1607053421965,prijem,932,"-66,893","-66,94",1607053421918,,,,,,,
750,750,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053592303,1607053525215,prijem,932,"-67,088","-66,95",1607053525353,,,,,,,
751,751,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053695892,1607053628846,prijem,932,"-67,046","-66,98",1607053628912,,,,,,,
752,752,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053790520,1607053723457,prijem,932,"-67,063","-66,94",1607053723580,,,,,,,
753,753,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053930904,1607053864100,prijem,932,"-66,804","-66,93",1607053863974,,,,,,,
754,754,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607053977667,1607053910663,prijem,932,"-67,004","-66,92",1607053910747,,,,,,,
755,755,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607054158248,1607054091162,prijem,932,"-67,086","-66,9",1607054091348,,,,,,,
756,756,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607054266807,1607054199821,prijem,932,"-66,986","-66,92",1607054199887,,,,,,,
757,757,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607054351741,1607054284704,prijem,932,"-67,037","-66,92",1607054284821,,,,,,,
758,758,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607054670770,1607054603766,prijem,932,"-67,004","-66,92",1607054603850,,,,,,,
759,759,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607055102420,1607055036089,prijem,932,"-66,331","-66,92",1607055035500,,,,,,,
760,760,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607055242434,1607055175454,prijem,932,"-66,98","-66,88",1607055175554,,,,,,,
761,761,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056039318,1607055972570,prijem,932,"-66,748","-66,89",1607055972428,,,,,,,
762,762,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056128854,1607056061882,prijem,932,"-66,972","-66,9",1607056061954,,,,,,,
763,763,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056214756,1607056148066,prijem,932,"-66,69","-66,9",1607056147856,,,,,,,
764,764,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056313960,1607056247055,prijem,932,"-66,905","-66,9",1607056247060,,,,,,,
765,765,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056400561,1607056333484,prijem,932,"-67,077","-66,88",1607056333681,,,,,,,
766,766,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056619699,1607056552608,prijem,932,"-67,091","-66,76",1607056552939,,,,,,,
767,767,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056865332,1607056798837,prijem,932,"-66,495","-66,8",1607056798532,,,,,,,
768,768,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607056957439,1607056890445,prijem,932,"-66,994","-66,77",1607056890669,,,,,,,
769,769,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607057067856,1607057000810,prijem,932,"-67,046","-66,78",1607057001076,,,,,,,
770,770,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607057233803,1607057166697,prijem,932,"-67,106","-66,77",1607057167033,,,,,,,
771,771,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607057320832,1607057253855,prijem,932,"-66,977","-66,77",1607057254062,,,,,,,
772,772,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607058300846,1607058234055,prijem,932,"-66,791","-66,76",1607058234086,,,,,,,
773,773,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607058348633,1607058283502,prijem,932,"-65,131","-66,73",1607058281903,,,,,,,
774,774,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607058411813,1607058344889,prijem,932,"-66,924","-66,73",1607058345083,,,,,,,
775,775,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607058476761,1607058410111,prijem,932,"-66,65","-66,74",1607058410021,,,,,,,
776,776,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607058561639,1607058494827,prijem,932,"-66,812","-66,64",1607058494999,,,,,,,
777,777,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607059000389,1607058933568,prijem,932,"-66,821","-66,59",1607058933799,,,,,,,
778,778,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607059075786,1607059008993,prijem,932,"-66,793","-66,53",1607059009256,,,,,,,
779,779,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607059150735,1607059084095,prijem,932,"-66,64","-66,48",1607059084255,,,,,,,
780,780,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607059247069,1607059180343,prijem,932,"-66,726","-66,44",1607059180629,,,,,,,
781,781,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607060436435,1607060369451,prijem,932,"-66,984","-66,36",1607060370075,,,,,,,
782,782,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1607060516544,1607060449817,prijem,932,"-66,727","-66,3",1607060450244,,,,,,,
783,783,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120272376,1607120206837,prijem,157,"-65,539","-66,28",1607120206096,,,,,,,
784,784,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120297594,1607120231405,prijem,157,"-66,189","-66,24",1607120231354,,,,,,,
785,785,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120336454,1607120270145,prijem,157,"-66,309","-66,2",1607120270254,,,,,,,
786,786,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120429971,1607120363863,prijem,157,"-66,108","-66,17",1607120363801,,,,,,,
787,787,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120466703,1607120400454,prijem,157,"-66,249","-66,14",1607120400563,,,,,,,
788,788,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120523247,1607120459378,prijem,157,"-63,869","-66,11",1607120457137,,,,,,,
789,789,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607120543807,1607120477725,prijem,157,"-66,082","-66,05",1607120477757,,,,,,,
790,790,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607121585306,1607121519028,prijem,157,"-66,278","-66,02",1607121519286,,,,,,,
791,791,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607121740720,1607121674439,prijem,157,"-66,281","-66,07",1607121674650,,,,,,,
792,792,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122207609,1607122141344,prijem,157,"-66,265","-66,07",1607122141539,,,,,,,
793,793,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122242640,1607122176348,prijem,157,"-66,292","-66,06",1607122176580,,,,,,,
794,794,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122277490,1607122211232,prijem,157,"-66,258","-66,08",1607122211410,,,,,,,
795,795,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122398808,1607122332615,prijem,157,"-66,193","-66,08",1607122332728,,,,,,,
796,796,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122471499,1607122405382,prijem,157,"-66,117","-66,18",1607122405319,,,,,,,
797,797,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122495954,1607122429684,prijem,157,"-66,27","-66,17",1607122429784,,,,,,,
798,798,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607122542257,1607122475976,prijem,157,"-66,281","-66,16",1607122476097,,,,,,,
799,799,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607123444257,1607123377990,prijem,157,"-66,267","-66,15",1607123378107,,,,,,,
800,800,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124204847,1607124138742,prijem,157,"-66,105","-66,15",1607124138697,,,,,,,
801,801,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124205992,1607124139629,prijem,157,"-66,363","-66,12",1607124139872,,,,,,,
802,802,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124207343,1607124141072,prijem,157,"-66,271","-66,12",1607124141223,,,,,,,
803,803,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124213333,1607124147975,prijem,157,"-65,358","-66,09",1607124147243,,,,,,,
804,804,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124214443,1607124148546,prijem,157,"-65,897","-66,1",1607124148343,,,,,,,
805,805,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124215538,1607124149389,prijem,157,"-66,149","-66,1",1607124149438,,,,,,,
806,806,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124217362,1607124151127,prijem,157,"-66,235","-66,1",1607124151262,,,,,,,
807,807,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124219072,1607124152866,prijem,157,"-66,206","-66,09",1607124152982,,,,,,,
808,808,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124493835,1607124427940,prijem,157,"-65,895","-66,1",1607124427735,,,,,,,
809,809,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607124519995,1607124453872,prijem,157,"-66,123","-66,1",1607124453895,,,,,,,
810,810,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126114541,1607126048682,prijem,157,"-65,859","-66,1",1607126048441,,,,,,,
811,811,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126124936,1607126058710,prijem,157,"-66,226","-66,16",1607126058776,,,,,,,
812,812,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126126937,1607126060649,prijem,157,"-66,288","-66,19",1607126060747,,,,,,,
813,813,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126128311,1607126061999,prijem,157,"-66,312","-66,18",1607126062131,,,,,,,
814,814,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126135469,1607126069445,prijem,157,"-66,024","-66,18",1607126069289,,,,,,,
815,815,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126137745,1607126071470,prijem,157,"-66,275","-66,18",1607126071565,,,,,,,
816,816,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126138692,1607126072331,prijem,157,"-66,361","-66,19",1607126072502,,,,,,,
817,817,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126139948,1607126073669,prijem,157,"-66,279","-66,18",1607126073768,,,,,,,
818,818,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126141050,1607126074741,prijem,157,"-66,309","-66,2",1607126074850,,,,,,,
819,819,DEV01,19907,B-06-01-01,stroj,A-01-01-10,umisteni,1607126142387,1607126076101,prijem,157,"-66,286","-66,18",1607126076207,,,,,,,
820,820,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127299989,1607127233958,prijem,157,"-66,031","-66,17",1607127233819,,,,,,,
821,821,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127324841,1607127258609,prijem,157,"-66,232","-66,17",1607127258671,,,,,,,
822,822,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127366394,1607127300225,prijem,157,"-66,169","-66,16",1607127300234,,,,,,,
823,823,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127522279,1607127456240,prijem,157,"-66,039","-66,14",1607127456139,,,,,,,
824,824,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127589660,1607127523708,prijem,157,"-65,952","-66,12",1607127523540,,,,,,,
825,825,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127677000,1607127610785,prijem,157,"-66,215","-66,07",1607127610930,,,,,,,
826,826,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607127803693,1607127737812,prijem,157,"-65,881","-66,04",1607127737653,,,,,,,
827,827,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607128284484,1607128218249,prijem,157,"-66,235","-66,02",1607128218464,,,,,,,
828,828,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607128285864,1607128219602,prijem,157,"-66,262","-65,96",1607128219904,,,,,,,
829,829,DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607128327857,1607128261943,prijem,157,"-65,914","-65,91",1607128261947,,,,,,,
830,830,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607129699147,1607129633286,prijem,933,"-65,861","-65,87",1607129633277,,,,,,,
831,831,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607129863803,1607129797692,prijem,933,"-66,111","-65,64",1607129798163,,,,,,,
832,832,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607130484710,1607130419183,prijem,933,"-65,527","-65,58",1607130419130,,,,,,,
833,833,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607130945481,1607130879671,prijem,933,"-65,81","-65,56",1607130879921,,,,,,,
834,834,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607131210581,1607131144488,prijem,933,"-66,093","-65,58",1607131145001,,,,,,,
835,835,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607131659506,1607131594419,prijem,933,"-65,087","-65,57",1607131593936,,,,,,,
836,836,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607132126834,1607132061328,prijem,933,"-65,506","-65,48",1607132061354,,,,,,,
837,837,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607132292228,1607132226675,prijem,933,"-65,553","-65,5",1607132226728,,,,,,,
838,838,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607133053298,1607132990647,prijem,933,"-62,651","-65,52",1607132987779,,,,,,,
839,839,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607133280087,1607133215140,prijem,933,"-64,947","-65,51",1607133214577,,,,,,,
840,840,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607133452028,1607133386043,prijem,933,"-65,985","-65,53",1607133386498,,,,,,,
841,841,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607133612093,1607133545925,prijem,933,"-66,168","-65,54",1607133546553,,,,,,,
842,842,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607133782203,1607133716182,prijem,933,"-66,021","-65,55",1607133716653,,,,,,,
843,843,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607134480649,1607134415609,prijem,933,"-65,04","-65,58",1607134415069,,,,,,,
844,844,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607134837251,1607134771143,prijem,933,"-66,108","-65,62",1607134771631,,,,,,,
845,845,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607135009551,1607134943403,prijem,933,"-66,148","-65,63",1607134943921,,,,,,,
846,846,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607135179398,1607135113371,prijem,933,"-66,027","-65,86",1607135113538,,,,,,,
847,847,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607135348405,1607135282599,prijem,933,"-65,806","-65,94",1607135282465,,,,,,,
848,848,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607135500914,1607135434894,prijem,933,"-66,02","-65,87",1607135435044,,,,,,,
849,849,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607135820202,1607135754042,prijem,933,"-66,16","-65,86",1607135754342,,,,,,,
850,850,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607136167947,1607136102390,prijem,933,"-65,557","-65,87",1607136102077,,,,,,,
851,851,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607136730873,1607136664780,prijem,933,"-66,093","-65,87",1607136665003,,,,,,,
852,852,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607136887737,1607136821989,prijem,933,"-65,748","-65,88",1607136821857,,,,,,,
853,853,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607137145940,1607137079889,prijem,933,"-66,051","-65,86",1607137080080,,,,,,,
854,854,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607137541926,1607137475814,prijem,933,"-66,112","-65,79",1607137476136,,,,,,,
855,855,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607138257709,1607138192698,prijem,933,"-65,011","-65,81",1607138191899,,,,,,,
856,856,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607138664310,1607138598303,prijem,933,"-66,007","-65,79",1607138598520,,,,,,,
857,857,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607138831578,1607138765465,prijem,933,"-66,113","-65,76",1607138765818,,,,,,,
858,858,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607139106321,1607139041172,prijem,933,"-65,149","-65,76",1607139040561,,,,,,,
859,859,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607139233117,1607139166962,prijem,933,"-66,155","-65,73",1607139167387,,,,,,,
860,860,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607139397370,1607139331485,prijem,933,"-65,885","-65,67",1607139331700,,,,,,,
861,861,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607139913464,1607139848441,prijem,933,"-65,023","-65,66",1607139847804,,,,,,,
862,862,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607140074094,1607140008036,prijem,933,"-66,058","-65,62",1607140008474,,,,,,,
863,863,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607141098428,1607141032745,prijem,933,"-65,683","-65,68",1607141032748,,,,,,,
864,864,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607141509549,1607141443788,prijem,933,"-65,761","-65,67",1607141443879,,,,,,,
865,865,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607142118540,1607142053057,prijem,933,"-65,483","-65,66",1607142052880,,,,,,,
866,866,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607142437163,1607142371404,prijem,933,"-65,759","-65,65",1607142371513,,,,,,,
867,867,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607142795161,1607142730310,prijem,933,"-64,851","-65,63",1607142729531,,,,,,,
868,868,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607142997992,1607142932215,prijem,933,"-65,777","-65,62",1607142932372,,,,,,,
869,869,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607143207022,1607143141509,prijem,933,"-65,513","-65,69",1607143141332,,,,,,,
870,870,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607143411353,1607143345361,prijem,933,"-65,992","-65,66",1607143345693,,,,,,,
871,871,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607143711823,1607143646021,prijem,933,"-65,802","-65,6",1607143646223,,,,,,,
872,872,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607144163839,1607144097859,prijem,933,"-65,98","-65,62",1607144098219,,,,,,,
873,873,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607144327582,1607144262540,prijem,933,"-65,042","-65,65",1607144261932,,,,,,,
874,874,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607144488854,1607144423052,prijem,933,"-65,802","-65,66",1607144423194,,,,,,,
875,875,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607144636433,1607144570637,prijem,933,"-65,796","-65,73",1607144570703,,,,,,,
876,876,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607145372533,1607145306488,prijem,933,"-66,045","-65,74",1607145306793,,,,,,,
877,877,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607145530267,1607145464631,prijem,933,"-65,636","-65,76",1607145464507,,,,,,,
878,878,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607145730463,1607145665683,prijem,933,"-64,78","-65,74",1607145664723,,,,,,,
879,879,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607146156118,1607146090098,prijem,933,"-66,02","-65,73",1607146090388,,,,,,,
880,880,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607146391590,1607146325654,prijem,933,"-65,936","-65,71",1607146325880,,,,,,,
881,881,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607146544155,1607146478205,prijem,933,"-65,95","-65,78",1607146478375,,,,,,,
882,882,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607147264951,1607147199020,prijem,933,"-65,931","-65,78",1607147199171,,,,,,,
883,883,DEV01,19907,B-06-01-01,stroj,A-02-01-07,umisteni,1607148982867,1607148916971,prijem,933,"-65,896","-65,77",1607148917097,,,,,,,
884,884,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607349995732,1607349966512,prijem,933,"-29,22","-29,01",1607349966722,,,,,,,
885,885,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607350182094,1607350152956,prijem,933,"-29,138","-29,03",1607350153064,,,,,,,
886,886,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607350430179,1607350401114,prijem,933,"-29,065","-29,03",1607350401149,,,,,,,
887,887,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607351084528,1607351056287,prijem,933,"-28,241","-28,99",1607351055538,,,,,,,
888,888,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607351266397,1607351237393,prijem,933,"-29,004","-28,98",1607351237417,,,,,,,
889,889,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607351807759,1607351778868,prijem,933,"-28,891","-28,95",1607351778809,,,,,,,
890,890,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607351841682,1607351812491,prijem,933,"-29,191","-28,97",1607351812712,,,,,,,
891,891,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607351844353,1607351815010,prijem,933,"-29,343","-28,98",1607351815373,,,,,,,
892,892,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607352170248,1607352141086,prijem,933,"-29,162","-28,98",1607352141268,,,,,,,
893,893,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607352304826,1607352275795,prijem,933,"-29,031","-28,98",1607352275846,,,,,,,
894,894,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607352764378,1607352735803,prijem,933,"-28,575","-28,34",1607352736038,,,,,,,
895,895,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607352923459,1607352894594,prijem,933,"-28,865","-28,4",1607352895059,,,,,,,
896,896,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607353348621,1607353319982,prijem,933,"-28,639","-28,42",1607353320201,,,,,,,
897,897,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607354423053,1607354393852,prijem,933,"-29,201","-28,43",1607354394623,,,,,,,
898,898,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607354575098,1607354545926,prijem,933,"-29,172","-28,43",1607354546668,,,,,,,
899,899,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607354705928,1607354676690,prijem,933,"-29,238","-28,4",1607354677528,,,,,,,
900,900,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607354903974,1607354874904,prijem,933,"-29,07","-28,33",1607354875644,,,,,,,
901,901,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607355106964,1607355087511,prijem,933,"-19,453","-28,34",1607355078624,,,,,,,
902,902,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607355178061,1607355148893,prijem,933,"-29,168","-28,38",1607355149681,,,,,,,
903,903,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607355337912,1607355308656,prijem,933,"-29,256","-28,28",1607355309632,,,,,,,
904,904,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607355467456,1607355438305,prijem,933,"-29,151","-28,31",1607355439146,,,,,,,
905,905,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607355599868,1607355570724,prijem,933,"-29,144","-28,31",1607355571558,,,,,,,
